,City,Cloudiness,County,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
387,impfondo,87,CG,1586962047,37,1.64,18.07,95.36,3.56
388,port hedland,28,CD,1586961975,55,-7.03,29.76,79.77,1.92
389,luanda,40,AO,1586961810,70,-8.84,13.23,86.0,16.11
390,kodiak,90,US,1586962047,93,57.79,-152.41,41.0,3.36
391,yasenskaya,71,RU,1586962048,52,46.36,38.27,48.38,7.07
392,mandali,0,IQ,1586962048,16,33.75,45.55,80.08,7.31
393,klyuchi,43,RU,1586962048,54,52.27,79.17,45.61,7.96
394,sioux lookout,78,US,1586962049,100,42.73,-96.23,30.0,6.93
395,weligama,83,LK,1586962049,84,5.97,80.42,80.35,4.43
396,ayorou,17,NE,1586962049,7,14.73,0.92,105.98,0.34
397,yeppoon,4,AU,1586962049,73,-23.13,150.73,71.6,6.93
398,sao filipe,60,IN,1586961940,10,20.51,76.21,94.01,3.51
399,pevek,100,RU,1586962050,95,69.7,170.31,5.54,3.13
400,grenada,20,ES,1586961956,45,37.19,-3.61,72.0,14.99
401,weston,20,US,1586962050,58,26.1,-80.4,88.0,14.99
402,naryan-mar,100,RU,1586962051,96,67.67,53.09,33.44,14.16
403,kununurra,99,AU,1586962051,73,-15.77,128.73,75.2,1.12
404,ixtapa,5,MX,1586962052,82,20.7,-105.2,70.0,3.36
405,hualmay,6,PE,1586962052,64,-11.1,-77.61,77.04,7.65
406,lingao,68,CN,1586962052,81,19.91,109.69,71.55,12.73
407,kalas,61,IN,1586962052,22,18.17,74.8,89.4,5.41
408,sola,100,VU,1586962052,77,-13.88,167.55,81.5,14.81
409,mlowo,64,TZ,1586962052,60,-9.0,32.98,69.3,1.88
410,skibbereen,20,IE,1586962052,46,51.55,-9.27,53.6,12.75
411,zaysan,100,KZ,1586962053,70,47.47,84.87,49.23,10.47
412,mana,64,GF,1586962053,58,5.66,-53.78,84.61,7.4
413,sinnamary,30,GF,1586962053,65,5.38,-52.95,82.54,8.25
414,pimentel,75,PE,1586962053,29,-6.84,-79.93,66.2,2.24
415,carutapera,100,BR,1586962053,84,-1.2,-46.02,79.07,4.12
416,aquiraz,75,BR,1586962053,74,-3.9,-38.39,82.99,2.24
417,katherine,83,AU,1586962053,69,-14.47,132.27,78.8,4.7
418,barra do garcas,100,BR,1586962054,84,-11.09,-43.14,72.01,3.36
419,sabha,100,LY,1586962054,8,27.04,14.43,97.77,5.19
420,fuzhou,1,CN,1586962054,82,26.06,119.31,60.8,1.28
421,tumen,18,CN,1586962054,59,42.97,129.84,42.19,5.01
422,praia,75,CV,1586962055,45,14.92,-23.51,82.4,19.46
423,kumanovo,20,MK,1586961947,37,42.13,21.71,53.6,11.41
424,imeni poliny osipenko,76,NG,1586962055,36,7.32,5.96,96.71,3.94
425,tabalosos,75,PE,1586962055,100,-6.35,-76.68,62.6,2.24
426,kitgum,98,UG,1586962055,44,3.28,32.89,81.68,1.48
427,ambilobe,12,MG,1586962055,72,-13.2,49.05,79.63,5.64
428,tokat,100,TR,1586962055,47,40.42,36.58,50.74,3.06
429,padang,100,ID,1586962056,80,-0.95,100.35,79.7,5.28
430,leon,5,MX,1586961757,39,21.12,-101.67,62.6,5.21
431,helmond,0,NL,1586962056,38,51.48,5.66,66.99,4.7
432,talcahuano,100,CL,1586962056,77,-36.72,-73.12,59.0,6.93
433,radcliff,1,US,1586962056,45,37.84,-85.95,50.0,10.29
434,sao felix do xingu,60,IN,1586961851,10,20.51,76.21,94.01,3.51
435,solton,100,RU,1586962057,74,52.84,86.48,43.75,10.51
436,caravelas,81,BR,1586962057,72,-17.71,-39.25,81.91,2.55
437,rocha,100,UY,1586962057,85,-34.48,-54.33,61.3,20.51
438,ailigandi,16,PA,1586962057,70,9.23,-78.02,84.13,3.98
439,liverpool,87,GB,1586961888,48,53.41,-2.98,66.99,4.7
440,wairoa,85,NZ,1586962057,86,-39.03,177.37,48.99,5.01
441,zirandaro,37,MX,1586962058,21,18.45,-100.98,87.85,1.23
442,port-gentil,40,GA,1586962058,70,-0.72,8.78,89.6,13.87
443,plavinas,85,LV,1586962058,68,56.62,25.73,43.74,14.23
444,tanda,4,IN,1586962058,17,26.55,82.65,92.37,6.2
445,srednekolymsk,0,RU,1586962058,91,67.45,153.68,-5.42,9.66
446,windhoek,0,NA,1586962058,12,-22.56,17.08,82.99,9.17
447,kuching,20,MY,1586962058,88,1.55,110.33,82.4,3.36
448,bindki,28,IN,1586962059,15,26.03,80.6,94.37,2.19
449,innisfail,40,AU,1586962059,91,-17.53,146.03,72.9,4.85
450,chuzhou,77,CN,1586962059,54,32.32,118.3,66.0,6.64
451,kinkala,40,CG,1586962059,47,-4.36,14.76,96.8,9.17
452,sao sebastiao,60,IN,1586961851,10,20.51,76.21,94.01,3.51
453,qui nhon,40,BR,1586962059,62,-10.97,-37.6,87.8,10.29
454,tanggu,100,CN,1586962059,36,39.02,117.65,62.6,17.9
455,ovsyanka,37,RU,1586962060,47,55.96,92.55,55.4,6.71
456,mahibadhoo,84,MV,1586961918,70,3.78,72.97,85.55,6.82
457,cap malheureux,0,FR,1586962060,54,49.27,-1.21,66.2,17.22
458,smithers,5,CA,1586961863,100,54.78,-127.17,28.4,2.24
459,rawah,0,IQ,1586962060,16,34.48,41.91,79.61,9.42
460,abu jubayhah,3,IN,1586962061,16,24.6,72.7,77.74,6.06
461,vohibinany,10,MG,1586962061,81,-17.35,49.03,72.46,4.23
462,paamiut,100,GL,1586962061,94,61.99,-49.67,35.76,21.65
463,zhuhai,80,CN,1586962061,88,22.28,113.57,73.0,9.17
464,lonavale,20,IN,1586962062,70,18.75,73.42,87.8,5.82
465,mayachnyy,91,RU,1586962062,56,52.68,55.69,49.3,9.91
466,atar,78,MR,1586962062,9,20.52,-13.05,95.09,10.2
467,chapais,1,CA,1586962062,56,49.78,-74.85,15.8,11.41
468,santa cruz,22,PH,1586962029,82,17.49,120.43,76.48,4.12
469,hami,98,CN,1586962062,21,42.8,93.45,69.19,12.24
470,khakhea,0,BW,1586962063,11,-24.69,23.49,78.4,7.96
471,hovd,100,MN,1586962063,33,48.01,91.64,49.33,2.75
472,vostok,0,RU,1586962063,75,46.49,135.88,27.54,0.22
473,winnemucca,1,US,1586961800,39,40.97,-117.74,42.01,3.36
474,svetlogorsk,100,BY,1586962063,88,52.63,29.73,38.16,18.95
475,senneterre,75,CA,1586962063,73,48.38,-77.23,23.0,8.05
476,kahului,1,US,1586962064,88,20.89,-156.47,71.6,4.7
477,ucluelet,90,CA,1586962064,100,48.93,-125.55,46.99,3.36
478,kindu,83,CD,1586962064,58,-2.95,25.95,86.59,0.65
479,kirakira,100,SB,1586962064,79,-10.45,161.92,81.52,5.08
480,alangayam,0,IN,1586962064,42,12.6,78.75,80.78,6.55
481,xiaoshan,50,CN,1586962064,45,30.17,120.26,68.0,4.47
482,capinota,20,BO,1586962064,55,-17.72,-66.23,64.4,1.7
483,ndele,6,CF,1586962065,9,8.41,20.65,100.9,5.86
484,lockhart,75,US,1586962065,74,28.62,-81.44,84.99,18.34
485,nara,100,JP,1586961792,76,34.69,135.8,57.0,5.82
486,helong,95,CN,1586962065,54,42.54,129.0,41.41,3.49
487,east london,20,IS,1586962065,56,65.0,-15.0,41.0,16.11
488,beidao,39,CN,1586962066,34,34.57,105.89,63.32,2.89
489,kochki,36,RU,1586962066,76,54.34,80.48,36.84,10.22
490,saint-pierre,0,RE,1586962067,69,-21.34,55.48,78.8,23.04
491,nalut,90,LY,1586962067,23,30.33,10.85,85.57,9.33
492,huarmey,7,PE,1586962067,59,-10.07,-78.15,79.47,7.0
493,oistins,40,BB,1586961894,58,13.07,-59.53,86.0,20.8
494,yarada,4,IN,1586962069,74,17.65,83.27,84.2,4.7
495,pulaski,20,US,1586962070,75,34.77,-92.3,51.01,3.36
496,zhaoyang,43,CN,1586962070,38,42.68,126.03,53.08,5.88
497,oda,100,JP,1586962071,67,35.18,132.5,52.56,5.46
498,panguna,41,PG,1586962071,78,-6.32,155.48,70.79,0.83
499,mutoko,63,ZW,1586962071,36,-17.4,32.23,78.82,4.61
500,peleduy,0,RU,1586962072,81,59.63,112.74,35.85,4.07
501,kibala,20,TD,1586962072,24,9.11,18.35,104.0,4.7
502,durango,100,MX,1586962072,12,24.83,-104.83,60.64,5.12
503,tekeli,100,KZ,1586962072,55,44.83,78.82,39.15,2.98
504,lannion,0,FR,1586962072,38,48.75,-3.42,66.2,12.75
505,xinpu,83,CN,1586962073,61,34.6,119.16,55.27,9.69
506,kitimat,20,CA,1586962073,93,54.05,-128.65,35.6,16.11
507,pechenga,40,RU,1586962073,55,69.53,31.17,37.4,25.28
508,san cristobal,31,ML,1586961815,24,13.3,-4.9,97.5,21.21
509,mbandaka,83,CD,1586962073,41,0.05,18.26,93.97,3.62
510,narsaq,75,GL,1586962073,80,60.92,-46.05,33.8,4.7
511,kuryk,23,KZ,1586962073,45,43.2,51.65,56.68,21.5
512,slonim,100,BY,1586962074,81,53.09,25.32,42.12,14.56
513,nicoya,22,CR,1586961902,66,10.15,-85.45,84.2,4.7
514,phan thiet,20,TH,1586962074,61,19.55,99.74,82.0,1.12
515,kongolo,5,CD,1586962074,63,-5.38,27.0,85.26,2.21
516,axim,39,GH,1586962074,66,4.87,-2.24,87.22,8.79
517,kirkwall,75,GB,1586962075,81,58.98,-2.96,53.6,38.03
518,aragarcas,82,BR,1586962075,69,-15.9,-52.25,82.89,2.93
519,abu samrah,3,IN,1586962075,16,24.6,72.7,77.74,6.06
520,daru,100,PG,1586962075,86,-9.08,143.21,79.9,9.75
521,satipo,68,PE,1586962075,49,-11.25,-74.64,81.75,1.95
522,biak,94,ID,1586962075,73,-0.91,122.88,80.98,2.28
523,long beach,1,TH,1586962075,34,18.08,99.83,91.0,3.15
524,ajjampur,7,IN,1586962075,15,13.73,76.01,86.43,7.38
525,rjukan,2,NO,1586962075,83,59.88,8.59,57.0,32.99
526,yulara,21,AU,1586962076,20,-25.24,130.99,68.0,6.6
527,villacarrillo,100,ES,1586962076,42,38.12,-3.08,72.0,7.78
528,inuvik,75,CA,1586961787,96,68.35,-133.72,32.0,8.05
529,klaksvik,75,FO,1586962076,70,62.23,-6.59,44.6,24.16
530,half moon bay,75,LR,1586962076,66,6.38,-10.7,89.6,6.93
531,nouadhibou,3,MR,1586962076,56,20.93,-17.03,73.4,16.11
532,ormara,48,PK,1586962077,63,25.21,64.64,82.15,14.58
533,udgir,75,IN,1586962077,14,18.38,77.12,89.37,4.59
534,singaraja,65,ID,1586962077,73,-8.11,115.09,83.44,4.03
535,kargasok,100,RU,1586962077,94,59.06,80.86,39.6,8.61
536,kerema,100,PG,1586962077,88,-7.96,145.78,79.56,4.21
537,yaransk,100,RU,1586962078,70,57.3,47.89,51.06,16.35
538,kemin,100,KG,1586962078,46,42.78,75.69,42.42,2.37
539,taoudenni,0,ML,1586962078,23,22.68,-3.98,95.65,12.95
540,zhangye,99,CN,1586962078,20,38.93,100.45,57.97,3.09
541,dongsheng,1,CN,1586962078,29,39.82,109.98,41.72,15.64
542,ponta delgada,40,PT,1586962078,62,38.73,-28.27,59.0,18.34
543,ngama,0,TD,1586962079,6,11.78,17.17,107.89,8.9
544,yertsevo,100,RU,1586962079,91,60.8,40.09,32.92,4.79
545,erzin,75,TR,1586962079,28,36.96,36.2,71.6,12.75
546,mahuva,52,IN,1586962079,46,21.09,71.76,86.74,14.61
547,anadyr,90,RU,1586962079,85,64.75,177.48,14.0,6.71
548,vagay,94,RU,1586962079,83,57.94,69.02,39.65,4.83
549,kalabo,83,ZM,1586962079,38,-14.97,22.68,84.2,3.83
550,novi sanzhary,90,US,1586961910,63,42.48,-83.48,36.0,10.29
551,dwarka,8,IN,1586962080,73,22.24,68.97,81.25,13.22
552,lundazi,34,ZM,1586962080,59,-12.29,33.18,74.23,5.59
553,pudozh,100,RU,1586962080,71,61.81,36.53,40.14,1.83
554,labuhan,45,ID,1586962080,78,-6.88,112.21,80.82,3.27
555,ginda,40,IN,1586962080,27,30.69,78.49,58.5,6.08
556,mehran,20,IR,1586962025,22,33.12,46.16,69.8,6.93
557,dromolaxia,100,CY,1586962081,46,34.88,33.59,70.0,5.82
558,dohrighat,48,IN,1586962081,17,26.26,83.52,92.12,5.77
